"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD18180","Navaldia","No","Water Supply","Earth","2003O","Uncontrolled","Low","Not Rated",3.228,0.55,750000,1973,0.14381,0,2020-07-02,5,82.69,2014-06-18,0.0981,33.4,15.4,14.5
"SOAD18216","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",7.33,0.093,8610,1950,0.08668,0,1983-02-08,5,36.96,2014-06-18,0.0619,12.4,23.7,5.5
"SOAD18551","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",11.33,0.13,16328,2006,0.15366,2575.40143,2007-11-01,0,5.07,2014-06-18,0.1115,29.7,7.5,38.8
"SOAD18605","Lyndrassia","No","Hydroelectric","Gravity","1966","Uncontrolled","High","Fair",7.903,0.031,713,1910,0.60479,5273.3142,2022-10-18,1,1.58,2023-04-11,0.1217,649.1,180.9,88.8
"SOAD18623","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",6.342,0.06,0,1960,0.06895,426.1264,1992-03-17,0,0,2014-06-18,0.0753,18.5,471.7,5.3
"SOAD19707","Lyndrassia","No","Grade Stabilization","Earth","2005","Uncontrolled","Low","Not Rated",9.234,0.153,17337,1971,0.01576,426.1264,1991-05-17,0,13.05,2014-06-18,0.0604,33.5,15.5,5.6
"SOAD19840","Flumevale","Yes","Water Supply","Earth","2009","Uncontrolled","High","Satisfactory",15.186,0.12,40000,1935,0.08077,2.66329,2022-01-28,1,0,2019-08-20,0.1057,12.8,348.1,25.4
"SOAD20515","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",5.029,0.265,730,1957,0.08077,0,1978-06-22,0,33.37,2014-06-18,0.0761,31.6,10.5,8.1
"SOAD20549","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1936","Uncontrolled","Low","Not Rated",9.013,0.145,0,1977,0.06501,767.02752,1980-07-09,0,0,2014-06-18,0.0929,19.2,459.8,9
"SOAD00131","Flumevale","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Satisfactory",4.061,0.273,13606,1890,0.1576,0,1989-01-27,6,10.81,2013-10-24,0.0332,13.8,215.3,47.2
"SOAD00494","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",12.266,0.244,27036,2000,0.14578,1070.64258,2000-08-31,0,31.12,2014-06-18,0.0806,18.2,22.2,3
"SOAD00912","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",9.691,0.325,0,1972,0.03349,519.34155,1980-11-11,0,10.02,2014-06-18,0.1085,12.4,111.4,8.1
"SOAD00981","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",11.217,0.14,17750,1995,0.01773,231.70623,1999-11-01,1,32.18,2014-06-18,0.1012,43.5,9.2,17.6
"SOAD01189","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",9.091,0.09,0,1960,0.07092,199.74675,1974-10-17,0,42.99,2014-06-18,0.0743,21.8,202,8.5
"SOAD01316","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",9.018,0.017,0,1988,0.06895,604.56683,1997-05-29,0,8.09,2014-06-18,0.1043,15.3,413.6,9.1
"SOAD01716","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",9.588,0.233,0,1960,0.16548,5632.85835,1979-05-23,0,15.3,2014-06-18,0.1086,13.3,138,4.2
"SOAD01784","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","Low","Not Rated",7.04,0.1,0,1951,0.08668,1203.80708,1980-08-28,0,25.25,2014-06-18,0.0989,18.5,467,4.9
"SOAD01931","Flumevale","Yes","Recreation","Earth","2018","Uncontrolled","Low","Not Rated",3.076,0.075,0,1962,0.1576,111.85818,2014-07-30,0,46.81,2020-03-10,0.0934,36.7,180,8.2
"SOAD02781","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",6.838,0.168,0,1922,0.14184,82.56199,1980-05-20,0,10.84,2014-06-18,0.0619,23.3,199.4,31.4
"SOAD03578","Navaldia","No","Water Supply","Earth","2003O","Uncontrolled","Low","Not Rated",4.87,0.55,7800,1965,0.11426,0,1996-10-10,0,48.99,2014-06-18,0.113,23.6,13.5,70.2
"SOAD03592","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",10.014,0.167,17936,2002,0.05713,607.23012,2002-12-19,0,37.54,2014-06-18,0.0707,41.7,10.4,4.7
"SOAD03700","Lyndrassia","No","Debris Control","Earth","2008","Uncontrolled","High","Not Rated",12.142,0.1,18054,1977,0.00788,652.50605,1980-05-29,0,0,2014-06-18,0.1286,29.1,548.5,5.9
"SOAD03779","Lyndrassia","No","Grade Stabilization","Earth","2017O","Uncontrolled","Low","Not Rated",10.943,0.155,11943,1963,0.03349,247.68597,1977-02-04,0,114.35,2014-06-18,0.0735,11.5,10.3,19.3
"SOAD03958","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2008O","Uncontrolled","Low","Not Rated",9.395,0.223,21486,1967,0,0,1989-09-06,0,52.15,2014-06-18,0.0822,34.4,15.8,4.9
"SOAD04097","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",11.536,0.075,16410,1966,0.02561,7.98987,2017-05-24,5,46.07,2023-05-09,0.08,14.6,205.3,8.8
"SOAD04639","Navaldia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005S","Uncontrolled","High","Poor",4.789,0.383,53778,1968,0.13396,7.98987,2023-01-11,2,5.04,2023-04-11,0.1222,32.7,234.1,3.5
"SOAD04652","Lyndrassia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",10.624,0.143,0,1972,0.0591,631.19973,1979-05-15,0,35.67,2014-06-18,0.1159,43,114.1,35.9
"SOAD06100","Lyndrassia","No","Flood Risk Reduction","Earth","1936","Uncontrolled","High","Not Rated",10.493,0.067,0,1960,0.05713,1347.62474,1978-07-12,0,4.92,2014-06-18,0.1169,23.7,497.2,7.3
"SOAD06994","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2012","Uncontrolled","Low","Not Rated",6.798,0.067,0,1960,0.14775,26497.07221,1979-05-17,0,23.96,2014-06-18,0.0989,22,341.4,7.8
"SOAD07431","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",8.885,0.067,0,1960,0.06895,551.30103,1980-11-11,0,9.54,2014-06-18,0.0744,37,382.2,7.3
"SOAD08341","Lyndrassia","No","Flood Risk Reduction","Earth","1937","Controlled","Low","Not Rated",5.19,0.277,0,1962,0.11623,1014.71349,1979-06-06,0,0,2014-06-18,0.0875,25.7,376,9.2
"SOAD09993","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1985O","Uncontrolled","Low","Not Rated",11.68,0.101,10685,1964,0,0,1985-12-11,0,42.3,2014-06-18,0.0869,30.7,16,11.8
"SOAD10476","Flumevale","Yes","Hydroelectric","Gravity","2017","Uncontrolled","Low","Satisfactory",15.543,0.237,4000,1892,0.12411,2.66329,2022-08-10,3,3.33,2023-09-29,0.0773,18.7,429.7,88.1
"SOAD10576","Lyndrassia","No","Recreation","Earth","2005","Uncontrolled","High","Not Rated",7.059,0.137,0,1954,0.08077,514.01497,1981-01-21,0,0,2014-06-18,0.09,47,710.5,8.9
"SOAD11164","Flumevale","Yes","Water Supply","Buttress","2009O","Uncontrolled","Low","Satisfactory",3.391,0.025,0,1939,0.08471,0,2022-06-06,0.5,0,2017-09-01,0.0832,33.4,7.9,50.4
"SOAD12180","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1966","Uncontrolled","Low","Not Rated",8.377,0.147,0,1956,0.06698,1763.09798,1980-06-05,0,33.6,2014-06-18,0.1223,6.7,96.7,7.9
"SOAD12588","Navaldia","Yes","Recreation","Earth","2003S;2007S","Uncontrolled","Low","Not Rated",4.728,0.09,3700,1963,0.06698,5.32658,2016-06-22,5,64.39,2016-06-14,0.0502,11,12.9,7.9
"SOAD12752","Lyndrassia","No","Fish and Wildlife Pond","Earth","1999","Uncontrolled","Low","Not Rated",10.507,0.129,15897,1996,0.05713,1001.39704,1999-11-01,0,0,2014-06-18,0.0892,31.5,21.7,38.5
"SOAD13167","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",9.032,0.197,19275,2007,0.0394,1153.20457,2004-11-01,0,3.33,2014-06-18,0.0747,7.2,15.7,48.7
"SOAD13227","Lyndrassia","Yes","Other","Earth","1996","Uncontrolled","Low","Satisfactory",20.693,0.25,68000,2012,0.06698,2.66329,2023-04-12,5,0,2007-12-21,0.0407,5.8,924.3,4.7
"SOAD13433","Navaldia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",7.849,0.2,19520,1966,0,0,1970-04-23,0,1.58,2014-06-18,0.1149,24.1,6.7,70.1
"SOAD13965","Lyndrassia","No","Flood Risk Reduction","Earth","2017O","Uncontrolled","Low","Not Rated",13.409,0.189,18908,2000,0.03349,1824.35365,2001-11-01,1,68.99,2014-06-18,0.0962,19.1,13.5,69.1
"SOAD14063","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",12.58,0.177,27632,2005,0.00788,607.23012,2005-06-01,1,31.36,2014-06-18,0.0817,23.6,12.8,48
"SOAD14144","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1936","Uncontrolled","Low","Not Rated",8.736,0.05,0,1956,0.06895,375.52389,1980-07-11,0,0,2014-06-18,0.1035,16,610.7,6
"SOAD15382","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2017O","Uncontrolled","High","Not Rated",5.097,0.1,0,1946,0.12017,4013.57803,1980-10-06,0,10.02,2014-06-18,0.1085,11.8,405.2,6.7
"SOAD15512","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1960","Uncontrolled","Low","Not Rated",4.916,0.067,3160,1976,0.13002,21.30632,2010-06-04,6,25.78,2021-10-12,0.0641,34.4,416.5,5.1
"SOAD16763","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","High","Not Rated",10.93,0.633,86300,2003,0.04925,335.57454,2003-10-28,3,3.28,2014-06-18,0.1136,26.9,796.7,18.2
"SOAD16796","Navaldia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",7.722,0.153,7000,1965,0.10047,0,1973-01-24,0,36.7,2014-06-18,0.1199,13.4,17,4.3
"SOAD17732","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1985O","Uncontrolled","Low","Not Rated",4.686,0.315,6000,1980,0.17139,26.6329,2015-06-26,5,44.91,2014-06-18,0.0599,18.5,22.9,4.7
"SOAD18145","Lyndrassia","No","Flood Risk Reduction","Earth","2017O","Uncontrolled","Low","Not Rated",10.027,0.16,22404,2004,0.00788,181.10372,2004-11-01,5,41.42,2014-06-18,0.0363,30.2,12.1,9.5
"SOAD18165","Lyndrassia","Yes","Recreation","Earth","1998","Uncontrolled","Low","Satisfactory",17.018,0.19,80000,1971,0.06107,0,2019-10-30,5,7.79,2007-12-21,0.0509,7.9,413.2,9
"SOAD18471","Lyndrassia","No","Fish and Wildlife Pond","Earth","2013","Uncontrolled","Low","Not Rated",8.501,0.2,13474,1974,0.02364,279.64545,1980-06-26,0,31.33,2014-06-18,0.0806,11.1,22.4,9
"SOAD18933","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",10.055,0.087,0,1967,0.0591,482.05549,2018-07-19,0,28.54,2014-06-18,0.0512,7.9,283,5.8
"SOAD19239","Lyndrassia","No","Debris Control","Earth","1936","Uncontrolled","Low","Not Rated",7.257,0.267,0,1978,0.08668,2050.7333,1980-06-03,0,0,2014-06-18,0.0717,39.6,721.4,42.3
"SOAD19411","Lyndrassia","No","Flood Risk Reduction","Earth","2013","Uncontrolled","Low","Not Rated",6.679,0.183,9700,1988,0.10638,2024.1004,1980-06-18,0,40.45,2014-06-18,0.0972,37.1,12,39.2
"SOAD19556","Lyndrassia","No","Irrigation","Earth","2018F","Controlled","Low","Not Available",8.907,0.107,0,1962,0,0,1978-12-07,0,35.49,2014-06-18,0.0756,37.1,78,8.5
"SOAD20138","Lyndrassia","No","Grade Stabilization","Earth","1999","Uncontrolled","Low","Not Rated",7.142,0.027,1418,1975,0.02561,703.10856,1994-09-01,0,41.93,2014-06-18,0.0778,35.5,16,6.2
"SOAD00086","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",7.317,0.124,0,1956,0.08077,0,1991-07-29,0,18.46,2014-06-18,0.0995,33.5,170.4,58.2
"SOAD00156","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",5.955,0.067,0,1944,0.10047,4042.87422,1980-08-15,0,4.83,2014-06-18,0.0897,25.2,488.3,5.2
"SOAD00166","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","Low","Not Rated",7.302,0.133,0,1960,0.08668,1619.28032,1979-05-31,0,31.1,2014-06-18,0.1133,32.3,214.2,8.6
"SOAD01126","Navaldia","Yes","Recreation","Earth","1986O;1998M;1998O","Uncontrolled","Significant","Not Rated",3.555,0.09,3700,1967,0.0591,2.66329,2011-07-16,2,30.67,2014-06-18,0.1373,41.2,62.8,4.1
"SOAD01258","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",13.686,0.183,77958,1950,0.03349,0,2017-03-22,6,25.95,2023-06-22,0.1132,16.6,107,12.7
"SOAD01348","Lyndrassia","No","Debris Control","Earth","1937","Uncontrolled","Low","Not Rated",9.368,0.291,0,1969,0.06895,1395.56396,1979-06-26,0,6.58,2014-06-18,0.1131,38.2,326.8,7.9
"SOAD01765","Lyndrassia","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",4.39,0.033,0,1950,0.09456,332.91125,1978-04-11,0,20.05,2011-11-01,0.0628,26.2,221.7,12.9
"SOAD02053","Flumevale","Yes","Debris Control","Earth","2016","Uncontrolled","High","Satisfactory",18.106,0.302,488000,1958,0.06501,10.65316,2021-11-03,1,0.84,2017-09-01,0.1002,20.1,454.2,37.3
"SOAD02180","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Rated",7.475,0.16,11593,1973,0.02561,138.49108,1990-06-25,0,37.54,2014-06-18,0.0933,16.7,12.5,6.2
"SOAD02292","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",5.299,0.138,0,1970,0.11623,628.53644,1980-07-16,0,0,2014-06-18,0.1075,32.4,169.8,3.1
"SOAD02640","Flumevale","Yes","Water Supply","Earth","2013","Uncontrolled","Significant","Fair",8.159,0.657,37010,1975,0.04925,0,2022-10-17,2,4.79,2022-10-17,0.1174,34.5,98.5,10.8
"SOAD02804","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",8.528,0.6,0,1958,0.13396,13.31645,2019-08-03,2,20.53,2020-08-27,0.121,21.4,438.2,23.5
"SOAD03468","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",4.264,0.395,8000,1955,0.09062,0,1978-06-22,0,59.08,2014-06-18,0.081,19.5,8.9,55.6
"SOAD03786","Navaldia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",9.268,0.199,17255,1981,0,0,1985-03-29,0,42.3,2014-06-18,0.064,37.8,12.9,6.8
"SOAD03906","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995","Uncontrolled","Low","Not Rated",8.132,0.067,10001,1967,0.20488,23.96961,2017-06-14,6,21.59,2016-09-30,0.0555,15.5,466.3,36.9
"SOAD04383","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",7.541,0.238,20244,1935,0.08274,2.66329,2011-06-14,6,10.75,2016-06-14,0.1424,42.7,410.9,27.1
"SOAD04525","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",4.658,0.287,30900,1964,0.12608,0,1985-04-17,0,42.61,2014-06-18,0.0848,27.4,6.8,62.6
"SOAD04836","Flumevale","Yes","Water Supply","Earth","2009","Uncontrolled","High","Satisfactory",7.471,0.413,20000,1928,0.16548,0,2022-06-30,1,12.6,2021-08-26,0.1048,27,289.4,34.7
"SOAD05475","Navaldia","Yes","Tailings","Earth","2006O","Uncontrolled","Low","Not Rated",5.248,0.15,20883,1972,0,0,1972-06-28,0,5,2014-06-18,0.0828,29.6,18.7,56.9
"SOAD05489","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",6.702,0.233,0,1964,0.06304,7478.51832,1985-12-23,0,1.61,2014-06-18,0.0799,36.9,695,7
"SOAD05494","Lyndrassia","No","Fish and Wildlife Pond","Earth","1988O;1988S","Uncontrolled","Low","Not Rated",11.493,0.1,0,1990,0.08471,1637.92335,2002-06-18,0,0,2014-06-18,0.0982,46.2,748.6,4.3
"SOAD05527","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1968S","Uncontrolled","Low","Not Rated",4.061,0.267,7602,1945,0.10047,0,1988-06-29,0,36.78,2014-06-18,0.0944,7.9,13.5,9.1
"SOAD06273","Navaldia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",6.025,0.657,67240,1964,0.06107,0,1989-11-28,0,46.87,2014-06-18,0.1154,7.1,8.1,4.4
"SOAD06968","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",14.402,0.177,18700,1982,0,0,1981-12-15,0,102.41,2014-06-18,0.0634,45,13.6,38.8
"SOAD07037","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",15.904,0.281,59670,1975,0.02561,5.32658,2019-01-04,2,26.69,2014-06-18,0.1299,27.5,342.6,1.9
"SOAD07610","Flumevale","Yes","Irrigation","Earth","1969;1984","Uncontrolled","Low","Not Rated",3.789,0.118,0,1895,0.08668,0,1984-09-24,6,43.88,2020-10-15,0.032,31.2,163.8,17.6
"SOAD07857","Lyndrassia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",4.857,0.093,0,1969,0.12017,1563.35123,1980-07-12,0,4.97,2014-06-18,0.0993,25.5,155.9,31.5
"SOAD08076","Flumevale","Yes","Irrigation","Earth","2003H;2003M;2003S","Uncontrolled","Low","Not Rated",2.704,0.108,0,1895,0.17533,0,2018-05-22,6,17.7,2017-05-08,0.1014,8.8,120.2,17.3
"SOAD08195","Lyndrassia","No","Irrigation","Earth","1930","Uncontrolled","Low","Not Rated",8.742,0.267,0,1964,0.06698,1243.75643,1979-05-18,0,45.62,2014-06-18,0.0813,37.7,231.9,31
"SOAD08795","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",6.963,0.367,75000,1978,0.05516,0,2013-07-01,5,20.37,2014-06-18,0.0677,36.8,7.7,3.9
"SOAD08940","Navaldia","No","Irrigation","Gravity","1800O","Uncontrolled","Low","Not Rated",4.205,0.091,0,1950,0.19897,0,1978-12-07,0,13.02,2014-06-18,0.1112,18.2,207.8,11.1
"SOAD09565","Navaldia","No","Water Supply","Earth","2003O","Uncontrolled","Low","Not Rated",6.26,0.167,8584,1967,0.08668,0,1977-10-20,0,0,2014-06-18,0.0681,17.9,19.4,70.1
"SOAD09594","Navaldia","No","Other","Concrete","2006O","Uncontrolled","Low","Not Rated",6.065,0.167,0,1990,0.05516,0,1990-06-19,0,21.06,2014-06-18,0.0836,40.7,251.7,30.4
"SOAD10066","Navaldia","No","Water Supply","Earth","2008O","Uncontrolled","Low","Not Rated",6.414,0.253,19181,1965,0.10441,0,2022-09-15,5,42.83,2014-06-18,0.0928,7.9,8.2,9.9
"SOAD10121","Lyndrassia","No","Debris Control","Earth","1998S;2000E;2000S","Uncontrolled","High","Not Rated",9.015,0.194,0,1973,0.06698,1816.36378,1979-05-15,0,0,2014-06-18,0.12,42.6,496.6,7.9
"SOAD10177","Lyndrassia","Yes","Irrigation","Earth","2005","Uncontrolled","Low","Not Rated",11.796,0.05,24700,1952,0.04137,26.6329,1980-07-20,0,49.03,2016-10-19,0.0885,9.7,156.3,24.6
"SOAD10244","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",8.749,0.212,21590,2001,0.01773,181.10372,2001-11-01,1,46.47,2014-06-18,0.0915,30.2,13.4,64.2
"SOAD10248","Lyndrassia","No","Flood Risk Reduction","Earth","2013","Uncontrolled","Low","Not Rated",7.943,0.15,15010,1988,0.05713,2847.05701,2003-09-30,0,0,2014-06-18,0.109,45,22.3,34.9
"SOAD10296","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",7.322,0.182,19181,1964,0.08471,0,1985-06-05,0,33.6,2014-06-18,0.0994,33.9,10.2,23.9
"SOAD10564","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",11.111,0.123,28000,1968,0.09456,13.31645,2022-05-10,1,0,2017-09-01,0.1199,22.6,663.2,44.9
"SOAD11396","Navaldia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",5.51,0.167,14839,1940,0.0985,0,1989-11-09,0,30.47,2014-06-18,0.0866,34.4,6.9,5.7
"SOAD11824","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",6.645,0.263,13785,1967,0.08668,0,1985-11-07,0,81.05,2014-06-18,0.0878,19.5,12.3,25.2
"SOAD12485","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",4.831,0.5,23644,1978,0,0,1972-05-22,0,58.21,2014-06-18,0.0948,16.7,18.9,7.3
"SOAD14408","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",4.229,0.067,0,1940,0.06698,173.11385,1990-08-07,0,46.47,2015-02-23,0.0894,23.8,90.6,12.6
"SOAD14784","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",13.166,0.157,19101,2000,0.0985,2932.28229,2000-11-01,0,0,2014-06-18,0.0909,37,16,5.6
"SOAD14993","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",8.707,0.173,17230,1978,0,0,2009-07-13,5,66.53,2014-06-18,0.0799,32.4,7.7,9.5
"SOAD15080","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1968S","Uncontrolled","Low","Not Rated",4.321,0.2,23644,1964,0.1379,0,2023-03-23,2,60.85,2014-06-18,0.1201,20,6.7,53.6
"SOAD15100","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",4.74,0.14,10293,1945,0.01576,5.32658,2022-11-14,1,4.88,2017-09-01,0.1022,5.7,544.6,42.3
"SOAD15751","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",11.555,0.19,22085,2006,0.04137,1070.64258,2004-06-30,0,68.99,2014-06-18,0.0842,6.1,17.6,24.6
"SOAD16300","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",7.022,0.053,15090,1922,0.05122,2.66329,1986-06-03,0,53.9,2014-06-18,0.0977,28.6,6.9,37.5
"SOAD16732","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",6.03,0.187,9716,1976,0,0,1993-09-28,0,31.46,2014-06-18,0.082,37.5,22.3,26.6
"SOAD17727","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2017O","Uncontrolled","Low","Not Rated",10.485,0.099,0,1965,0.06107,444.76943,1986-01-27,0,5.05,2014-06-18,0.0717,27.8,181.5,4.4
"SOAD17952","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",6.465,0.8,41240,1958,0.12608,0,1982-01-07,0,83.8,2014-06-18,0.1135,40.9,7.1,11.3
"SOAD18440","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",5.038,0.117,1200,1960,0.06698,0,1986-07-25,0,44.47,2014-06-18,0.1136,6.2,8.6,28
"SOAD18981","Lyndrassia","No","Debris Control","Earth","1985","Uncontrolled","Low","Not Rated",7.147,0.067,0,1964,0.08274,756.37436,1981-03-27,0,1.56,2014-06-18,0.0656,20.5,241,4.2
"SOAD19358","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",6.318,0.042,4139,1952,0.10047,15.97974,2018-08-07,10,48.21,2013-09-25,0.0818,9.3,65,11.8
"SOAD20649","Lyndrassia","No","Recreation","Earth","2003","Uncontrolled","High","Not Rated",6.908,0.192,0,1969,0.08077,356.88086,1980-12-05,0,0,2014-06-18,0.1324,24,780.4,8
"SOAD00396","Lyndrassia","No","Grade Stabilization","Earth","2008","Uncontrolled","Low","Not Rated",10.787,0.32,16015,1977,0.00788,375.52389,1999-09-01,0,38.37,2014-06-18,0.0757,7.9,14.2,4
"SOAD00625","Lyndrassia","Yes","Water Supply","Earth","1989","Uncontrolled","High","Satisfactory",16.421,0.162,0,1991,0.04925,0,2022-06-15,2,1.61,2007-12-21,0.1059,45.7,429,37.2
"SOAD00698","Flumevale","Yes","Water Supply","Earth","2007H","Uncontrolled","High","Satisfactory",11.215,0.117,22000,1952,0.08274,10.65316,2022-04-06,1,1.08,2017-09-01,0.0928,14.4,911.6,9.6
